    ID      Name        Seed      NumOptions                                              SolverGA                                                                                    SolverSA                                                                                  SolverMISOCP                                      
    __    _________    ______    _____________    ________________________________________________________________________________________    ________________________________________________________________________________________    ________________________________________________________________________________________
    47    "shape37"    "5440"    "1.49120e+21"    "30.00 [mins], 7.37e+02 [CA], 4.71e+01 [UCA], 4.49e+01 [OLA], 2.16e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.70e+02 [CA], 1.41e+01 [UCA], 4.20e+00 [OLA], 9.85e+00 [OSA], [Fail   ]"    "00.20 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    48    "shape37"    "1518"    "1.49120e+21"    "30.00 [mins], 7.67e+02 [CA], 1.68e+01 [UCA], 1.68e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.33e+02 [CA], 5.14e+01 [UCA], 4.74e+01 [OLA], 4.00e+00 [OSA], [Fail   ]"    "00.17 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    49    "shape40"    "1841"    "4.20889e+19"    "30.00 [mins], 7.69e+02 [CA], 1.54e+01 [UCA], 1.54e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.35e+02 [CA], 4.90e+01 [UCA], 4.90e+01 [OLA], 0.00e+00 [OSA], [Fail   ]"    "02.32 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    50    "shape40"    "5440"    "4.20889e+19"    "28.75 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"    "30.00 [mins], 7.43e+02 [CA], 4.06e+01 [UCA], 3.22e+01 [OLA], 8.41e+00 [OSA], [Fail   ]"    "02.18 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    51    "shape40"    "1518"    "4.20889e+19"    "30.00 [mins], 7.56e+02 [CA], 2.83e+01 [UCA], 2.69e+01 [OLA], 1.45e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.18e+02 [CA], 6.58e+01 [UCA], 6.51e+01 [OLA], 7.21e-01 [OSA], [Fail   ]"    "03.34 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    52    "shape41"    "1841"    "8.62407e+21"    "30.00 [mins], 7.45e+02 [CA], 3.92e+01 [UCA], 3.50e+01 [OLA], 4.20e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.26e+02 [CA], 5.77e+01 [UCA], 7.29e+00 [OLA], 5.04e+01 [OSA], [Fail   ]"    "04.93 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    53    "shape41"    "5440"    "8.62407e+21"    "30.00 [mins], 7.08e+02 [CA], 7.58e+01 [UCA], 3.24e+01 [OLA], 4.34e+01 [OSA], [Fail   ]"    "30.00 [mins], 7.15e+02 [CA], 6.87e+01 [UCA], 3.02e+01 [OLA], 3.85e+01 [OSA], [Fail   ]"    "06.04 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    54    "shape41"    "1518"    "8.62407e+21"    "30.00 [mins], 7.13e+02 [CA], 7.11e+01 [UCA], 3.58e+01 [OLA], 3.53e+01 [OSA], [Fail   ]"    "30.00 [mins], 7.26e+02 [CA], 5.79e+01 [UCA], 5.37e+01 [OLA], 4.20e+00 [OSA], [Fail   ]"    "13.22 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    55    "shape44"    "1841"    "1.67749e+19"    "30.00 [mins], 7.41e+02 [CA], 4.34e+01 [UCA], 3.92e+01 [OLA], 4.20e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.34e+02 [CA], 5.00e+01 [UCA], 4.22e+01 [OLA], 7.80e+00 [OSA], [Fail   ]"    "00.42 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    56    "shape44"    "5440"    "1.67749e+19"    "30.00 [mins], 7.34e+02 [CA], 5.04e+01 [UCA], 2.52e+01 [OLA], 2.52e+01 [OSA], [Fail   ]"    "30.00 [mins], 7.43e+02 [CA], 4.06e+01 [UCA], 3.22e+01 [OLA], 8.41e+00 [OSA], [Fail   ]"    "00.33 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    57    "shape44"    "1518"    "1.67749e+19"    "30.00 [mins], 7.76e+02 [CA], 8.41e+00 [UCA], 8.41e+00 [OLA], 0.00e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.50e+02 [CA], 3.36e+01 [UCA], 1.68e+01 [OLA], 1.68e+01 [OSA], [Fail   ]"    "00.31 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    58    "shape45"    "1841"    "5.48964e+20"    "30.00 [mins], 7.65e+02 [CA], 1.89e+01 [UCA], 1.76e+01 [OLA], 1.33e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.51e+02 [CA], 3.34e+01 [UCA], 3.34e+01 [OLA], 2.94e-08 [OSA], [Fail   ]"    "02.97 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
    59    "shape45"    "5440"    "5.48964e+20"    "30.00 [mins], 7.40e+02 [CA], 4.36e+01 [UCA], 4.23e+01 [OLA], 1.36e+00 [OSA], [Fail   ]"    "30.00 [mins], 7.41e+02 [CA], 4.34e+01 [UCA], 4.20e+01 [OLA], 1.36e+00 [OSA], [Fail   ]"    "02.39 [mins], 7.84e+02 [CA], 0.00e+00 [UCA], 0.00e+00 [OLA], 0.00e+00 [OSA], [Success]"
